,category,dayofweek,descript,pddistrict,resolution,time,x,y,report_month,report_day
19576,SUSPICIOUS OCC,Monday,SUSPICIOUS OCCURRENCE,TARAVAL,non_processed,1360,-122.460243205079,37.7085434606504,8,8
19577,DISORDERLY CONDUCT,Tuesday,COMMITTING PUBLIC NUISANCE,NORTHERN,processed,324,-122.42087463242201,37.7914943051677,8,16
19578,LARCENY/THEFT,Sunday,GRAND THEFT FROM LOCKED AUTO,CENTRAL,non_processed,1415,-122.417672923626,37.7881242734432,8,7
19579,NON-CRIMINAL,Friday,"DEATH REPORT, NATURAL CAUSES",TARAVAL,non_processed,1379,-122.460343299591,37.7276429787235,8,19
19580,PROSTITUTION,Friday,SOLICITS FOR ACT OF PROSTITUTION,TARAVAL,processed,810,-122.471881751236,37.749747755076896,6,17
19581,LARCENY/THEFT,Saturday,GRAND THEFT FROM LOCKED AUTO,MISSION,non_processed,240,-122.412557073291,37.7601926150909,7,2
19582,NON-CRIMINAL,Monday,LOST PROPERTY,SOUTHERN,non_processed,765,-122.40583247449,37.785744654538,7,18
19583,VEHICLE THEFT,Tuesday,"VEHICLE, RECOVERED, OTHER VEHICLE",CENTRAL,non_processed,1080,-122.405145685479,37.7962104530289,9,6
19584,VEHICLE THEFT,Wednesday,STOLEN AUTOMOBILE,NORTHERN,non_processed,1290,-122.434177010449,37.8030044258258,8,31
19585,VEHICLE THEFT,Saturday,STOLEN AUTOMOBILE,BAYVIEW,non_processed,780,-122.392074167915,37.7308550434585,7,30
19586,OTHER OFFENSES,Friday,LOST/STOLEN LICENSE PLATE,NORTHERN,non_processed,1410,-122.41790397757099,37.7851670875288,8,5
19587,LARCENY/THEFT,Friday,PETTY THEFT FROM A BUILDING,NORTHERN,non_processed,1350,-122.43343589718,37.786553349847296,9,2
19588,LARCENY/THEFT,Saturday,PETTY THEFT FROM LOCKED AUTO,NORTHERN,non_processed,630,-122.44827840533002,37.804271887891005,8,27
19589,DRUG/NARCOTIC,Monday,POSSESSION OF HEROIN,TENDERLOIN,processed,315,-122.413609328985,37.784696907904,7,4
19590,OTHER OFFENSES,Thursday,"DRIVERS LICENSE, SUSPENDED OR REVOKED",SOUTHERN,processed,745,-122.404385042303,37.7721958190345,7,14
19591,LARCENY/THEFT,Friday,GRAND THEFT FROM LOCKED AUTO,CENTRAL,non_processed,730,-122.419616109678,37.801994243782,6,17
19592,WEAPON LAWS,Thursday,EXHIBITING DEADLY WEAPON IN A THREATING MANNER,SOUTHERN,non_processed,491,-122.414457764634,37.7765080370233,9,15
19593,OTHER OFFENSES,Thursday,TRAFFIC VIOLATION,PARK,processed,1035,-122.46216370293399,37.766108463457996,6,16
19594,BURGLARY,Monday,"BURGLARY OF FLAT, UNLAWFUL ENTRY",NORTHERN,non_processed,290,-122.427227403259,37.8001060098232,8,1
19595,VEHICLE THEFT,Tuesday,"VEHICLE, RECOVERED, AUTO",TARAVAL,non_processed,180,-122.47312747615901,37.753436250176,8,9
19596,NON-CRIMINAL,Monday,"AIDED CASE, MENTAL DISTURBED",INGLESIDE,processed,403,-122.436901828092,37.7359619969006,8,15
19597,NON-CRIMINAL,Friday,LOST PROPERTY,NORTHERN,non_processed,1380,-122.420042095728,37.7870450616857,7,15
19598,SUSPICIOUS OCC,Friday,SUSPICIOUS OCCURRENCE,INGLESIDE,non_processed,390,-122.44470706345501,37.7249307267936,9,2
19599,DRUG/NARCOTIC,Tuesday,POSSESSION OF METH-AMPHETAMINE,INGLESIDE,processed,472,-122.44095520593099,37.722599602810604,8,16
19600,ASSAULT,Thursday,CHILD ABUSE (PHYSICAL),INGLESIDE,processed,1305,-122.456499413125,37.7246946719388,7,14
19601,VANDALISM,Monday,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",BAYVIEW,non_processed,780,-122.374019331833,37.729203356539,8,8
19602,BURGLARY,Saturday,"BURGLARY,RESIDENCE UNDER CONSTRT, UNLAWFUL ENTRY",RICHMOND,non_processed,960,-122.482453500706,37.7773103730721,7,30
19603,WARRANTS,Sunday,WARRANT ARREST,MISSION,non_processed,692,-122.437401946389,37.751032462049295,7,31
19604,BURGLARY,Monday,"BURGLARY OF RESIDENCE, UNLAWFUL ENTRY",TARAVAL,non_processed,1140,-122.49658982758301,37.7355734407845,7,25
19605,LARCENY/THEFT,Wednesday,PETTY THEFT BICYCLE,TARAVAL,non_processed,865,-122.480338219278,37.7634201553047,7,13
19606,OTHER OFFENSES,Saturday,"DRIVERS LICENSE, SUSPENDED OR REVOKED",INGLESIDE,processed,470,-122.435977217004,37.72312883070529,8,27
19607,MISSING PERSON,Saturday,MISSING ADULT,PARK,non_processed,870,-122.45868018978202,37.748155469233204,7,16
19608,VEHICLE THEFT,Friday,STOLEN AUTOMOBILE,CENTRAL,non_processed,120,-122.41188879183001,37.7888082903568,7,8
19609,BURGLARY,Monday,"BURGLARY,FLAT UNDER CONSTRUCTION, UNLAWFUL ENTRY",MISSION,non_processed,630,-122.422805752252,37.76363695731771,5,16
19610,VANDALISM,Thursday,"MALICIOUS MISCHIEF, VANDALISM",BAYVIEW,non_processed,410,-122.401828773082,37.7356059585517,7,28
19611,VANDALISM,Friday,"MALICIOUS MISCHIEF, VANDALISM",TARAVAL,non_processed,510,-122.470373292421,37.7596851188559,9,23
19612,ROBBERY,Saturday,"ROBBERY ON THE STREET, STRONGARM",PARK,non_processed,1325,-122.439480772215,37.7833088100623,7,23
19613,ASSAULT,Friday,AGGRAVATED ASSAULT WITH BODILY FORCE,BAYVIEW,non_processed,1282,-122.390164818774,37.7316630694909,9,9
19614,ROBBERY,Monday,ROBBERY ON THE STREET WITH A KNIFE,SOUTHERN,non_processed,1,-122.40340479147899,37.775420706711,9,5
19615,ASSAULT,Monday,THREATS AGAINST LIFE,BAYVIEW,non_processed,960,-122.391800296986,37.731645060484,8,1
19616,VEHICLE THEFT,Saturday,STOLEN AUTOMOBILE,INGLESIDE,non_processed,1350,-122.417107986993,37.7122561827524,7,2
19617,MISSING PERSON,Sunday,FOUND PERSON,SOUTHERN,non_processed,163,-122.40283552814199,37.786800902838394,9,11
19618,LARCENY/THEFT,Saturday,GRAND THEFT SHOPLIFTING,TENDERLOIN,non_processed,731,-122.40485851617399,37.7872026250974,9,3
19619,DRUG/NARCOTIC,Thursday,POSSESSION OF NARCOTICS PARAPHERNALIA,BAYVIEW,processed,1025,-122.39872195558901,37.7379276447447,7,7
19620,DRUG/NARCOTIC,Tuesday,POSSESSION OF BASE/ROCK COCAINE,MISSION,processed,589,-122.41965834371,37.7642205603745,8,9
19621,ASSAULT,Monday,BATTERY,INGLESIDE,non_processed,135,-122.42197091903799,37.7423752245575,9,5
19622,RUNAWAY,Sunday,RUNAWAY,PARK,processed,900,-122.44139370111401,37.771727314177106,9,18
19623,FORGERY/COUNTERFEITING,Friday,"CHECKS, FORGERY (FELONY)",PARK,processed,1006,-122.446612978839,37.7822458223917,9,9
19624,DRUG/NARCOTIC,Tuesday,POSSESSION OF COCAINE,TENDERLOIN,processed,9,-122.413237516676,37.78284302332129,8,9
19625,ASSAULT,Friday,INFLICT INJURY ON COHABITEE,TARAVAL,processed,600,-122.480450749459,37.7190118676786,7,29
19626,OTHER OFFENSES,Sunday,"DRIVERS LICENSE, SUSPENDED OR REVOKED",INGLESIDE,processed,720,-122.413689986591,37.7347306985052,7,17
19627,VEHICLE THEFT,Friday,"VEHICLE, RECOVERED, AUTO",MISSION,non_processed,1140,-122.4091747167,37.7482373940092,7,22
19628,LARCENY/THEFT,Wednesday,GRAND THEFT FROM LOCKED AUTO,NORTHERN,non_processed,1110,-122.422791331031,37.775951244252,7,6
19629,DRUG/NARCOTIC,Tuesday,POSSESSION OF BASE/ROCK COCAINE,TENDERLOIN,processed,1055,-122.40984944165501,37.78327552025671,9,13
19630,VEHICLE THEFT,Thursday,"VEHICLE, RECOVERED, AUTO",BAYVIEW,non_processed,510,-122.41407218038601,37.7303431954739,6,16
19631,OTHER OFFENSES,Wednesday,"DRIVERS LICENSE, SUSPENDED OR REVOKED",SOUTHERN,processed,950,-122.40630013873998,37.7755131129708,8,24
19632,DRUG/NARCOTIC,Friday,POSSESSION OF NARCOTICS PARAPHERNALIA,SOUTHERN,processed,1004,-122.40970842372101,37.78282764988379,6,17
19633,SUSPICIOUS OCC,Thursday,SUSPICIOUS OCCURRENCE,MISSION,non_processed,420,-122.436102888916,37.749958256785796,7,7
19634,NON-CRIMINAL,Monday,"AIDED CASE, MENTAL DISTURBED",INGLESIDE,processed,675,-122.443193019025,37.732406708175,7,4
19635,VANDALISM,Saturday,"MALICIOUS MISCHIEF, GRAFFITI",MISSION,non_processed,1020,-122.444729966872,37.7585671243897,7,23
19636,BURGLARY,Tuesday,"BURGLARY,STORE UNDER CONSTRUCTION, FORCIBLE ENTRY",NORTHERN,non_processed,1230,-122.434757284913,37.785427714433396,8,30
19637,FRAUD,Sunday,"CREDIT CARD, THEFT BY USE OF",SOUTHERN,processed,120,-122.415444159886,37.7780245674641,8,7
19638,SUSPICIOUS OCC,Friday,"SUSPICIOUS AUTO, POSSIBLY SEX",TARAVAL,non_processed,450,-122.48974995285,37.74430206657271,9,2
19639,VEHICLE THEFT,Friday,"VEHICLE, RECOVERED, AUTO",PARK,non_processed,1020,-122.441695636568,37.7814248717141,6,17
19640,LARCENY/THEFT,Saturday,GRAND THEFT OF PROPERTY,SOUTHERN,non_processed,630,-122.40340479147899,37.775420706711,7,2
19641,ROBBERY,Tuesday,ROBBERY ON THE STREET WITH A GUN,NORTHERN,non_processed,1020,-122.41910442464399,37.78687648416079,9,20
19642,OTHER OFFENSES,Wednesday,INJURY TO TELEGRAPH/TELEPHONE LINES,PARK,non_processed,202,-122.43627497948098,37.7800247331065,6,29
19643,WARRANTS,Saturday,ENROUTE TO OUTSIDE JURISDICTION,PARK,processed,105,-122.440359655867,37.7708480203684,8,13
19644,VEHICLE THEFT,Thursday,STOLEN TRUCK,MISSION,non_processed,720,-122.41848629658199,37.763495437318895,8,11
19645,OTHER OFFENSES,Saturday,RESISTING ARREST,SOUTHERN,processed,134,-122.402027706956,37.786248345640004,8,6
19646,MISSING PERSON,Friday,MISSING JUVENILE,BAYVIEW,non_processed,1260,-122.394438859914,37.736443899673205,6,17
19647,ASSAULT,Sunday,INFLICT INJURY ON COHABITEE,BAYVIEW,processed,1130,-122.390815719788,37.732099514522,8,7
19648,LARCENY/THEFT,Tuesday,"LOST PROPERTY, PETTY THEFT",NORTHERN,processed,720,-122.42417272826,37.7994834789385,8,2
19649,LARCENY/THEFT,Wednesday,GRAND THEFT FROM LOCKED AUTO,BAYVIEW,non_processed,1435,-122.392205807626,37.7200706136126,9,7
19650,LARCENY/THEFT,Monday,GRAND THEFT FROM LOCKED AUTO,PARK,non_processed,1110,-122.435052764427,37.7782118612225,8,1
19651,VEHICLE THEFT,Monday,"VEHICLE, RECOVERED, AUTO",PARK,non_processed,900,-122.44130151102301,37.7755050409468,6,20
19652,PROSTITUTION,Tuesday,SOLICITS FOR ACT OF PROSTITUTION,TENDERLOIN,processed,1280,-122.416075285059,37.784449661256204,6,28
19653,LARCENY/THEFT,Thursday,PETTY THEFT FROM LOCKED AUTO,SOUTHERN,non_processed,1305,-122.399724574663,37.7832351787318,7,28
19654,MISSING PERSON,Saturday,FOUND PERSON,MISSION,processed,1020,-122.406725329529,37.7585641691709,8,20
19655,BURGLARY,Monday,"BURGLARY OF RESIDENCE, ATTEMPTED FORCIBLE ENTRY",RICHMOND,non_processed,1200,-122.471236193647,37.774079989997,8,22
19656,SUSPICIOUS OCC,Friday,SUSPICIOUS OCCURRENCE,SOUTHERN,non_processed,1186,-122.40340479147899,37.775420706711,7,22
19657,OTHER OFFENSES,Tuesday,LOST/STOLEN LICENSE PLATE,BAYVIEW,non_processed,90,-122.393356904201,37.730076338153,8,16
19658,ASSAULT,Friday,BATTERY,SOUTHERN,non_processed,1105,-122.406856773126,37.7787271965933,7,1
19659,BURGLARY,Friday,"BURGLARY OF FLAT, ATTEMPTED FORCIBLE ENTRY",PARK,non_processed,1020,-122.44524354269501,37.7641598598946,8,5
19660,LARCENY/THEFT,Sunday,PETTY THEFT OF PROPERTY,SOUTHERN,non_processed,600,-122.41431785788099,37.7799444052046,6,26
19661,NON-CRIMINAL,Thursday,"AIDED CASE, DOG BITE",INGLESIDE,non_processed,855,-122.430567626759,37.721583433861106,8,4
19662,OTHER OFFENSES,Wednesday,PROBATION VIOLATION,SOUTHERN,processed,1310,-122.41133956255699,37.7812707434494,6,29
19663,NON-CRIMINAL,Thursday,LOST PROPERTY,TARAVAL,non_processed,840,-122.460846769263,37.7140971125797,7,28
19664,BURGLARY,Tuesday,"BURGLARY OF RESIDENCE, FORCIBLE ENTRY",BAYVIEW,non_processed,540,-122.398477163886,37.7517503090386,9,6
19665,LARCENY/THEFT,Wednesday,GRAND THEFT FROM LOCKED AUTO,NORTHERN,non_processed,660,-122.42119522182199,37.784753657733205,8,3
19666,LARCENY/THEFT,Friday,GRAND THEFT FROM LOCKED AUTO,TARAVAL,non_processed,1350,-122.48507365691401,37.7239983809291,8,5
19667,DRUG/NARCOTIC,Saturday,POSSESSION OF COCAINE FOR SALES,MISSION,non_processed,710,-122.41965834371,37.7642205603745,7,30
19668,NON-CRIMINAL,Saturday,LOCATED PROPERTY,SOUTHERN,non_processed,1159,-122.40387672598499,37.768591611357294,7,16
19669,ASSAULT,Wednesday,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,INGLESIDE,non_processed,1150,-122.402961324239,37.712119503905704,8,3
19670,DRUG/NARCOTIC,Tuesday,POSSESSION OF CONTROLLED SUBSTANCE,TENDERLOIN,processed,675,-122.41076876635,37.7832145189783,7,5
19671,ASSAULT,Monday,ATTEMPTED HOMICIDE WITH A GUN,MISSION,non_processed,45,-122.420662659998,37.7601472042398,9,5
19672,VANDALISM,Wednesday,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",CENTRAL,non_processed,1320,-122.402232454229,37.7984302773369,7,27
19673,ASSAULT,Saturday,THREATS AGAINST LIFE,SOUTHERN,non_processed,1200,-122.420254960356,37.774358171047204,7,16
19674,LARCENY/THEFT,Monday,GRAND THEFT FROM LOCKED AUTO,INGLESIDE,non_processed,720,-122.42056575665501,37.7091965529998,6,20
19675,VANDALISM,Tuesday,"MALICIOUS MISCHIEF, BREAKING WINDOWS",CENTRAL,non_processed,1140,-122.40403338459998,37.7916585410791,7,26
19676,NON-CRIMINAL,Friday,AIDED CASE,PARK,non_processed,1122,-122.434906576836,37.769525362231896,9,23
19677,ROBBERY,Saturday,ATTEMPTED ROBBERY ON THE STREET WITH BODILY FORCE,TENDERLOIN,non_processed,1372,-122.414056291898,37.7827931070777,9,17
19678,BURGLARY,Friday,"BURGLARY, FORCIBLE ENTRY",SOUTHERN,non_processed,1035,-122.393358267527,37.78294810953321,8,19
19679,NON-CRIMINAL,Wednesday,LOST PROPERTY,CENTRAL,non_processed,720,-122.399152260206,37.791016613045294,7,6
19680,FRAUD,Saturday,"CREDIT CARD, THEFT BY USE OF",NORTHERN,processed,630,-122.43743231724501,37.8030955752424,9,17
19681,LARCENY/THEFT,Saturday,PETTY THEFT SHOPLIFTING,SOUTHERN,processed,1104,-122.40652098714399,37.7850629421661,8,20
19682,WEAPON LAWS,Saturday,DISCHARGE FIREARM AT AN INHABITED DWELLING,TENDERLOIN,non_processed,95,-122.415910622743,37.7839999167561,6,18
19683,FRAUD,Friday,"CREDIT CARD, THEFT BY USE OF",TENDERLOIN,non_processed,1320,-122.41474383539,37.7787192627661,8,12
19684,VEHICLE THEFT,Tuesday,"VEHICLE, RECOVERED, AUTO",TARAVAL,non_processed,1050,-122.472321912644,37.7216221726592,9,6
19685,LARCENY/THEFT,Tuesday,PETTY THEFT WITH PRIOR,TENDERLOIN,processed,675,-122.407244087032,37.7865647607685,9,20
19686,LARCENY/THEFT,Monday,PETTY THEFT SHOPLIFTING,TENDERLOIN,processed,1230,-122.405895369887,37.786734218498296,9,19
19687,LARCENY/THEFT,Wednesday,GRAND THEFT PICKPOCKET,NORTHERN,non_processed,540,-122.441178352509,37.800188169029,7,27
19688,LARCENY/THEFT,Wednesday,GRAND THEFT FROM A BUILDING,SOUTHERN,processed,1,-122.404026293246,37.7691750639058,3,2
19689,OTHER OFFENSES,Wednesday,TRAFFIC VIOLATION,MISSION,processed,1210,-122.407373403663,37.762542744232796,6,22
19690,NON-CRIMINAL,Friday,LOST PROPERTY,CENTRAL,non_processed,180,-122.410246553748,37.789016203536896,8,26
19691,DRUG/NARCOTIC,Wednesday,POSSESSION OF CONTROLLED SUBSTANCE,TENDERLOIN,processed,1052,-122.412414263588,37.7830037964305,7,6
19692,ASSAULT,Thursday,BATTERY,SOUTHERN,non_processed,1200,-122.40340479147899,37.775420706711,7,21
19693,ROBBERY,Sunday,CARJACKING WITH BODILY FORCE,MISSION,non_processed,176,-122.435187699322,37.7626702770923,9,25
19694,VANDALISM,Monday,"MALICIOUS MISCHIEF, BREAKING WINDOWS",CENTRAL,non_processed,1290,-122.405991395315,37.801721654265,9,26
19695,VEHICLE THEFT,Wednesday,"VEHICLE, RECOVERED, OTHER VEHICLE",NORTHERN,non_processed,1275,-122.42177213531099,37.7959461531729,7,27
19696,WARRANTS,Friday,WARRANT ARREST,NORTHERN,processed,1306,-122.42026193778,37.7844541271135,8,12
19697,VEHICLE THEFT,Monday,"VEHICLE, RECOVERED, OTHER VEHICLE",TARAVAL,non_processed,1200,-122.484022205168,37.7156594467984,8,15
19698,LARCENY/THEFT,Monday,GRAND THEFT PICKPOCKET,TENDERLOIN,non_processed,1313,-122.409129633669,37.7838066631424,7,11
19699,BURGLARY,Tuesday,"BURGLARY OF APARTMENT HOUSE, FORCIBLE ENTRY",TARAVAL,non_processed,510,-122.495896423987,37.7542997412425,6,21
19700,OTHER OFFENSES,Saturday,DEFRAUDING TAXI DRIVER,RICHMOND,non_processed,820,-122.436334100236,37.7886446325449,7,16
19701,NON-CRIMINAL,Wednesday,LOST PROPERTY,PARK,non_processed,725,-122.446143672039,37.7700527182372,7,27
19702,DRUG/NARCOTIC,Tuesday,POSSESSION OF METH-AMPHETAMINE,BAYVIEW,non_processed,991,-122.380348349699,37.7288276251864,8,9
19703,LARCENY/THEFT,Thursday,GRAND THEFT PICKPOCKET,TENDERLOIN,processed,1140,-122.408040474865,37.7864094033389,6,23
19704,LARCENY/THEFT,Friday,GRAND THEFT FROM LOCKED AUTO,NORTHERN,non_processed,1270,-122.420962747178,37.7752311468329,8,26
19705,ASSAULT,Sunday,THREATS AGAINST LIFE,TENDERLOIN,processed,430,-122.411965795229,37.784914185956204,8,28
19706,ASSAULT,Friday,INFLICT INJURY ON COHABITEE,SOUTHERN,processed,480,-122.42251303784799,37.7707107653585,7,15
19707,FRAUD,Thursday,"CREDIT CARD, THEFT BY USE OF",MISSION,processed,1,-122.42321461223499,37.7543474192368,8,11
19708,ROBBERY,Saturday,ATTEMPTED ROBBERY ON THE STREET W/DEADLY WEAPON,NORTHERN,non_processed,318,-122.42563513664601,37.7774387764148,9,3
19709,OTHER OFFENSES,Wednesday,TRAFFIC VIOLATION,SOUTHERN,processed,779,-122.40340479147899,37.775420706711,9,14
19710,WARRANTS,Sunday,WARRANT ARREST,NORTHERN,processed,1010,-122.421441956086,37.786851647108705,7,24
19711,LARCENY/THEFT,Sunday,PETTY THEFT FROM A BUILDING,NORTHERN,non_processed,850,-122.425416290071,37.776628022785104,7,31
19712,LARCENY/THEFT,Friday,PETTY THEFT OF PROPERTY,RICHMOND,non_processed,480,-122.44199725509701,37.7923704713593,7,8
19713,PROSTITUTION,Monday,ENGAGING IN LEWD CONDUCT - PROSTITUTION RELATED,BAYVIEW,processed,620,-122.405221227259,37.7620542126653,8,1
19714,NON-CRIMINAL,Wednesday,LOST PROPERTY,NORTHERN,non_processed,585,-122.424230101144,37.7871785622736,8,17
19715,DRUG/NARCOTIC,Wednesday,POSSESSION OF BASE/ROCK COCAINE FOR SALE,MISSION,processed,814,-122.408796349216,37.758452247406105,9,21
19716,DRUNKENNESS,Thursday,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,TARAVAL,non_processed,780,-122.47981582022601,37.763498244756,9,22
19717,FRAUD,Sunday,"CREDIT CARD, THEFT BY USE OF",NORTHERN,non_processed,540,-122.426475204178,37.777156580436504,6,12
19718,OTHER OFFENSES,Friday,VIOLATION OF RESTRAINING ORDER,TENDERLOIN,non_processed,870,-122.406401668342,37.7866144613136,9,23
19719,LARCENY/THEFT,Saturday,GRAND THEFT PICKPOCKET,SOUTHERN,processed,1380,-122.396934740624,37.787746846379704,8,6
19720,VEHICLE THEFT,Saturday,STOLEN AUTOMOBILE,NORTHERN,non_processed,1290,-122.42764784218399,37.799995334674705,9,3
19721,DRUG/NARCOTIC,Thursday,POSSESSION OF CONTROLLED SUBSTANCE,MISSION,processed,540,-122.420436287467,37.764174331875296,9,22
19722,OTHER OFFENSES,Sunday,TRAFFIC VIOLATION,TARAVAL,processed,410,-122.458008715483,37.709304902992,8,21
19723,LARCENY/THEFT,Tuesday,GRAND THEFT FROM LOCKED AUTO,BAYVIEW,non_processed,388,-122.39361825644698,37.7620993536648,7,19
19724,DRUG/NARCOTIC,Monday,SALE OF BASE/ROCK COCAINE,PARK,processed,1216,-122.43291834031099,37.7717365330369,8,22
19725,DRUG/NARCOTIC,Tuesday,POSSESSION OF MARIJUANA FOR SALES,CENTRAL,processed,638,-122.41685482780301,37.7957002366126,6,28
19726,VANDALISM,Sunday,"MALICIOUS MISCHIEF, BREAKING WINDOWS",RICHMOND,non_processed,318,-122.459998013138,37.782159650082,9,25
19727,LARCENY/THEFT,Sunday,PETTY THEFT FROM UNLOCKED AUTO,MISSION,non_processed,60,-122.416320644866,37.758742463907105,8,7
19728,VEHICLE THEFT,Saturday,STOLEN AUTOMOBILE,TARAVAL,non_processed,1200,-122.476765086003,37.7420494047504,9,3
19729,VEHICLE THEFT,Monday,RECOVERED VEHICLE - STOLEN OUTSIDE SF,MISSION,non_processed,690,-122.421062793471,37.7673881499909,8,29
19730,NON-CRIMINAL,Thursday,LOST PROPERTY,TARAVAL,non_processed,1080,-122.47603171849899,37.748645116595505,6,16
19731,LARCENY/THEFT,Thursday,PETTY THEFT FROM UNLOCKED AUTO,MISSION,non_processed,900,-122.419671780303,37.7650501214714,8,18
19732,LARCENY/THEFT,Wednesday,PETTY THEFT FROM LOCKED AUTO,MISSION,non_processed,540,-122.428701918589,37.7540173746211,8,17
19733,LARCENY/THEFT,Wednesday,PETTY THEFT FROM LOCKED AUTO,NORTHERN,non_processed,1110,-122.419641420436,37.78543273137,8,10
19734,OTHER OFFENSES,Monday,LOST/STOLEN LICENSE PLATE,RICHMOND,non_processed,480,-122.48472974926202,37.7876926799017,6,20
19735,LARCENY/THEFT,Friday,PETTY THEFT FROM A BUILDING,MISSION,non_processed,360,-122.43155558352301,37.759543861997706,9,9
19736,LARCENY/THEFT,Friday,PETTY THEFT FROM A BUILDING,TARAVAL,non_processed,1080,-122.453165502054,37.7209645253748,9,2
19737,BURGLARY,Friday,"BURGLARY OF RESIDENCE, UNLAWFUL ENTRY",BAYVIEW,non_processed,540,-122.400101304192,37.7586517986248,8,26
19738,ASSAULT,Saturday,INFLICT INJURY ON COHABITEE,NORTHERN,non_processed,1235,-122.418729600557,37.785007503993,8,27
19739,WARRANTS,Wednesday,WARRANT ARREST,TENDERLOIN,processed,665,-122.413069926397,37.7820204255866,8,24
19740,DRUG/NARCOTIC,Monday,SALE OF BASE/ROCK COCAINE,TENDERLOIN,processed,1260,-122.410979175673,37.784625434984,6,20
19741,NON-CRIMINAL,Monday,"AIDED CASE, MENTAL DISTURBED",CENTRAL,processed,373,-122.40840211510599,37.798681327105996,8,22
19742,ASSAULT,Sunday,BATTERY,SOUTHERN,non_processed,195,-122.40427017949301,37.7844788538516,9,25
19743,LARCENY/THEFT,Friday,GRAND THEFT FROM LOCKED AUTO,NORTHERN,non_processed,1200,-122.434295982513,37.795274267966704,9,2
19744,BURGLARY,Thursday,"BURGLARY OF FLAT, UNLAWFUL ENTRY",MISSION,processed,1418,-122.422958425571,37.762729320130205,9,22
19745,OTHER OFFENSES,Monday,TRAFFIC VIOLATION,MISSION,processed,1384,-122.41709174929899,37.7667835905477,9,12
19746,VANDALISM,Friday,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",SOUTHERN,non_processed,1170,-122.40340479147899,37.775420706711,8,26
19747,BURGLARY,Friday,"BURGLARY OF RESIDENCE, FORCIBLE ENTRY",NORTHERN,non_processed,420,-122.43014576240101,37.7709500965494,8,12
19748,OTHER OFFENSES,Tuesday,TRAFFIC VIOLATION,MISSION,processed,1325,-122.428203997163,37.759691691835606,7,5
19749,ASSAULT,Friday,THREATS AGAINST LIFE,BAYVIEW,non_processed,900,-122.39458860110399,37.752427376733706,7,22
19750,ASSAULT,Monday,BATTERY,SOUTHERN,processed,959,-122.407545855938,37.7844011794631,7,11
19751,PROSTITUTION,Friday,SOLICITS FOR ACT OF PROSTITUTION,CENTRAL,processed,1410,-122.419039119337,37.7907880214222,8,19
19752,ASSAULT,Wednesday,BATTERY,SOUTHERN,processed,1095,-122.407975093043,37.780309908281396,6,29
19753,VEHICLE THEFT,Tuesday,STOLEN AUTOMOBILE,MISSION,non_processed,1170,-122.40943561711399,37.7559977339901,7,5
19754,LARCENY/THEFT,Monday,GRAND THEFT FROM LOCKED AUTO,CENTRAL,non_processed,1,-122.405198753901,37.805247004354,8,15
19755,VANDALISM,Thursday,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",MISSION,non_processed,1380,-122.42977786283899,37.7652405158633,6,23
19756,LARCENY/THEFT,Saturday,PETTY THEFT WITH PRIOR,MISSION,processed,1048,-122.41560549623699,37.767717752066496,6,18
19757,VANDALISM,Friday,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",PARK,processed,237,-122.434799498453,37.781057835276705,7,8
19758,BURGLARY,Tuesday,"BURGLARY OF RESIDENCE, FORCIBLE ENTRY",CENTRAL,non_processed,510,-122.40614403900899,37.8037427021944,7,12
19759,LARCENY/THEFT,Friday,GRAND THEFT FROM LOCKED AUTO,CENTRAL,non_processed,570,-122.399581796572,37.7942621172345,8,5
19760,MISSING PERSON,Thursday,FOUND PERSON,INGLESIDE,non_processed,390,-122.43391166219601,37.7179780473935,9,15
19761,ASSAULT,Friday,BATTERY,NORTHERN,non_processed,1305,-122.42340460407,37.7873381901303,9,2
19762,FRAUD,Monday,"CREDIT CARD, THEFT BY USE OF",RICHMOND,processed,480,-122.501463002043,37.7726989999647,8,1
19763,LARCENY/THEFT,Saturday,GRAND THEFT OF PROPERTY,RICHMOND,non_processed,720,-122.455468425157,37.786210973675,8,20
19764,VEHICLE THEFT,Friday,STOLEN AUTOMOBILE,INGLESIDE,non_processed,240,-122.436478703236,37.738041087193295,9,23
19765,VEHICLE THEFT,Saturday,STOLEN AUTOMOBILE,CENTRAL,non_processed,780,-122.413856144893,37.7942674004219,8,13
19766,LARCENY/THEFT,Saturday,GRAND THEFT FROM PERSON,TENDERLOIN,processed,780,-122.412930522059,37.7838344374141,6,18
19767,VANDALISM,Sunday,"MALICIOUS MISCHIEF, VANDALISM",TARAVAL,non_processed,90,-122.50913483919099,37.76119776776321,9,18
19768,DISORDERLY CONDUCT,Friday,COMMITTING PUBLIC NUISANCE,NORTHERN,processed,330,-122.41827417166701,37.7870372043456,8,26
19769,NON-CRIMINAL,Monday,LOST PROPERTY,RICHMOND,non_processed,550,-122.46620466789301,37.7725405391593,7,25
19770,MISSING PERSON,Friday,MISSING JUVENILE,INGLESIDE,processed,1275,-122.433743692364,37.725970737573704,9,16
